executionOrder,submissionId,type,relativeExecutionTime,Depth,statement
2,971,WHERE,0.5,1,WHERE Department = 'STAT'
5,971,SELECT,0.5,1,"SELECT e.NetId,
       MINe.Score"
1,971,FROM,0.5,1,FROM Enrollments e
3,971,GROUP BY,0.5,1,GROUP BY e.NetId
2,971,WHERE,0.5,1,"WHERE e.CRN IN<subquery_2>
"
5,971,SELECT,0.5,1,SELECT c.CRN
1,971,FROM,0.5,1,FROM EnrollmentsNATURAL JOIN Courses c
2,971,WHERE,0.5,1,WHERE Department = 'STAT'
5,971,SELECT,0.5,1,SELECT Score
1,971,FROM,0.5,1,FROM Enrollments
5,971,SELECT,0.5,1,SELECT Score
1,971,FROM,0.5,1,FROM Enrollments
5,972,SELECT,0.5,1,"SELECT e.NetId,
       MAX(e.Score)"
1,972,FROM,0.5,1,FROM Enrollments e
3,972,GROUP BY,0.5,1,GROUP BY e.NetId
2,972,WHERE,0.5,1,"WHERE e.CRN IN<subquery_0>
"
5,972,SELECT,0.5,1,SELECT c.CRN
1,972,FROM,0.5,1,FROM EnrollmentsNATURAL JOIN Courses c
2,972,WHERE,0.5,1,WHERE Department = 'STAT'
5,972,SELECT,0.5,1,"SELECT e.NetId,
       MINe.Score"
1,972,FROM,0.5,1,FROM Enrollments e
3,972,GROUP BY,0.5,1,GROUP BY e.NetId
2,972,WHERE,0.5,1,"WHERE e.CRN IN<subquery_2>
"
5,972,SELECT,0.5,1,SELECT c.CRN
1,972,FROM,0.5,1,FROM EnrollmentsNATURAL JOIN Courses c
2,972,WHERE,0.5,1,WHERE Department = 'STAT'
5,972,SELECT,0.5,1,SELECT Score
1,972,FROM,0.5,1,FROM Enrollments
5,972,SELECT,0.5,1,SELECT Score
1,972,FROM,0.5,1,FROM Enrollments
5,973,SELECT,0.5,1,"SELECT e.NetId,
       MAX(Score)"
1,973,FROM,0.5,1,FROM Enrollments e
3,973,GROUP BY,0.5,1,GROUP BY e.NetId
2,973,WHERE,0.5,1,"WHERE e.CRN IN<subquery_0>
"
5,973,SELECT,0.5,1,SELECT c.CRN
1,973,FROM,0.5,1,FROM EnrollmentsNATURAL JOIN Courses c
2,973,WHERE,0.5,1,WHERE Department = 'STAT'
5,973,SELECT,0.5,1,"SELECT e.NetId,
       MINScore"
1,973,FROM,0.5,1,FROM Enrollments e
3,973,GROUP BY,0.5,1,GROUP BY e.NetId
2,973,WHERE,0.5,1,"WHERE e.CRN IN<subquery_2>
"
5,973,SELECT,0.5,1,SELECT c.CRN
1,973,FROM,0.5,1,FROM EnrollmentsNATURAL JOIN Courses c
2,973,WHERE,0.5,1,WHERE Department = 'STAT'
5,973,SELECT,0.5,1,SELECT Score
1,973,FROM,0.5,1,FROM Enrollments
5,973,SELECT,0.5,1,SELECT Score
1,973,FROM,0.5,1,FROM Enrollments
5,974,SELECT,0.5,1,"SELECT e.NetId,
       MAX(Score)"
1,974,FROM,0.5,1,FROM Enrollments e
3,974,GROUP BY,0.5,1,GROUP BY e.NetId
2,974,WHERE,0.5,1,"WHERE e.CRN IN<subquery_0>
"
5,974,SELECT,0.5,1,SELECT c.CRN
1,974,FROM,0.5,1,FROM EnrollmentsNATURAL JOIN Courses c
2,974,WHERE,0.5,1,WHERE Department = 'STAT'
5,974,SELECT,0.5,1,"SELECT e.NetId,
       MINScore"
1,974,FROM,0.5,1,FROM Enrollments e
3,974,GROUP BY,0.5,1,GROUP BY e.NetId
2,974,WHERE,0.5,1,"WHERE e.CRN IN<subquery_2>
"
5,974,SELECT,0.5,1,SELECT c.CRN
1,974,FROM,0.5,1,FROM EnrollmentsNATURAL JOIN Courses c
2,974,WHERE,0.5,1,WHERE Department = 'STAT'
5,974,SELECT,0.5,1,SELECT Score
1,974,FROM,0.5,1,FROM Enrollments
5,974,SELECT,0.5,1,SELECT Score
1,974,FROM,0.5,1,FROM Enrollments
5,975,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,975,FROM,0.5,1,FROM Enrollments e
2,975,WHERE,0.5,1,WHERE Score >=ALL<subquery_1>
5,975,SELECT,0.5,1,SELECT Score
1,975,FROM,0.5,1,FROM Enrollments
2,975,WHERE,0.5,1,WHERE e.CRN IN<subquery_0>
5,975,SELECT,0.5,1,SELECT c.CRN
1,975,FROM,0.5,1,FROM EnrollmentsNATURAL JOIN Courses c
2,975,WHERE,0.5,1,WHERE Department = 'STAT'
5,975,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,975,FROM,0.5,1,FROM Enrollments e
2,975,WHERE,0.5,1,WHERE Score <=ALL<subquery_4>
5,975,SELECT,0.5,1,SELECT Score
1,975,FROM,0.5,1,FROM Enrollments
2,975,WHERE,0.5,1,WHERE e.CRN IN<subquery_3>
5,975,SELECT,0.5,1,SELECT c.CRN
1,975,FROM,0.5,1,FROM EnrollmentsNATURAL JOIN Courses c
2,975,WHERE,0.5,1,WHERE Department = 'STAT'
5,975,SELECT,0.5,1,SELECT Score
1,975,FROM,0.5,1,FROM Enrollments
5,975,SELECT,0.5,1,SELECT Score
1,975,FROM,0.5,1,FROM Enrollments
5,976,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,976,FROM,0.5,1,FROM Enrollments e
2,976,WHERE,0.5,1,WHERE Score >=ALL<subquery_1>
5,976,SELECT,0.5,1,SELECT Score
1,976,FROM,0.5,1,FROM Enrollments
2,976,WHERE,0.5,1,WHERE e.CRN IN<subquery_0>
5,976,SELECT,0.5,1,SELECT c.CRN
1,976,FROM,0.5,1,FROM EnrollmentsNATURAL JOIN Courses c
2,976,WHERE,0.5,1,WHERE Department = 'STAT'
5,976,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,976,FROM,0.5,1,FROM Enrollments e
2,976,WHERE,0.5,1,WHERE Score <=ALL<subquery_4>
5,976,SELECT,0.5,1,SELECT Score
1,976,FROM,0.5,1,FROM Enrollments
2,976,WHERE,0.5,1,WHERE e.CRN IN<subquery_3>
5,976,SELECT,0.5,1,SELECT c.CRN
1,976,FROM,0.5,1,FROM EnrollmentsNATURAL JOIN Courses c
2,976,WHERE,0.5,1,WHERE Department = 'STAT'
5,976,SELECT,0.5,1,SELECT Score
1,976,FROM,0.5,1,FROM Enrollments
5,976,SELECT,0.5,1,SELECT Score
1,976,FROM,0.5,1,FROM Enrollments
5,977,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,977,FROM,0.5,1,FROM Enrollments e
2,977,WHERE,0.5,1,WHERE NOT Score >=ALL<subquery_1>
5,977,SELECT,0.5,1,SELECT Score
1,977,FROM,0.5,1,FROM Enrollments
2,977,WHERE,0.5,1,WHERE e.CRN IN<subquery_0>
5,977,SELECT,0.5,1,SELECT c.CRN
1,977,FROM,0.5,1,FROM EnrollmentsNATURAL JOIN Courses c
2,977,WHERE,0.5,1,WHERE Department = 'STAT'
5,977,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,977,FROM,0.5,1,FROM Enrollments e
2,977,WHERE,0.5,1,WHERE NOT Score <=ALL<subquery_4>
5,977,SELECT,0.5,1,SELECT Score
1,977,FROM,0.5,1,FROM Enrollments
2,977,WHERE,0.5,1,WHERE e.CRN IN<subquery_3>
5,977,SELECT,0.5,1,SELECT c.CRN
1,977,FROM,0.5,1,FROM EnrollmentsNATURAL JOIN Courses c
2,977,WHERE,0.5,1,WHERE Department = 'STAT'
5,977,SELECT,0.5,1,SELECT Score
1,977,FROM,0.5,1,FROM Enrollments
5,977,SELECT,0.5,1,SELECT Score
1,977,FROM,0.5,1,FROM Enrollments
5,978,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,978,FROM,0.5,1,FROM Enrollments e
2,978,WHERE,0.5,1,WHERE NOT Score >=ALL<subquery_1>
5,978,SELECT,0.5,1,SELECT Score
1,978,FROM,0.5,1,FROM Enrollments
2,978,WHERE,0.5,1,WHERE e.CRN IN<subquery_0>
5,978,SELECT,0.5,1,SELECT c.CRN
1,978,FROM,0.5,1,FROM Courses c
2,978,WHERE,0.5,1,WHERE Department = 'STAT'
5,978,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,978,FROM,0.5,1,FROM Enrollments e
2,978,WHERE,0.5,1,WHERE NOT Score <=ALL<subquery_4>
5,978,SELECT,0.5,1,SELECT Score
1,978,FROM,0.5,1,FROM Enrollments
2,978,WHERE,0.5,1,WHERE e.CRN IN<subquery_3>
5,978,SELECT,0.5,1,SELECT c.CRN
1,978,FROM,0.5,1,FROM Courses c
2,978,WHERE,0.5,1,WHERE Department = 'STAT'
5,978,SELECT,0.5,1,SELECT Score
1,978,FROM,0.5,1,FROM Enrollments
5,978,SELECT,0.5,1,SELECT Score
1,978,FROM,0.5,1,FROM Enrollments
5,979,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,979,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
6,979,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_3>OR Score <= ALL<subquery_4>"
2,979,WHERE,0.5,1,"WHERE NOTScore >= ALL<subquery_0>
  OR Score <= ALL<subquery_1>
  AND e.CRN IN<subquery_2>
"
5,979,SELECT,0.5,1,SELECT Score
1,979,FROM,0.5,1,FROM Enrollments
5,979,SELECT,0.5,1,SELECT Score
1,979,FROM,0.5,1,FROM Enrollments
5,979,SELECT,0.5,1,SELECT c.CRN
1,979,FROM,0.5,1,FROM Enrollments eNATURAL JOIN Courses c
2,979,WHERE,0.5,1,WHERE Department = 'STAT'
5,979,SELECT,0.5,1,SELECT Score
1,979,FROM,0.5,1,FROM Enrollments
5,979,SELECT,0.5,1,SELECT Score
1,979,FROM,0.5,1,FROM Enrollments
5,980,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,980,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
6,980,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_3>OR Score <= ALL<subquery_4>"
2,980,WHERE,0.5,1,"WHERE e.CRN IN<subquery_2>
"
5,980,SELECT,0.5,1,SELECT c.CRN
1,980,FROM,0.5,1,FROM Enrollments eJOIN Courses c ON e.CRN = c.CRN
2,980,WHERE,0.5,1,"WHERE Department = 'STAT'
  AND Score >= ALL<subquery_0>
  OR Score <= ALL<subquery_1>"
5,980,SELECT,0.5,1,SELECT Score
1,980,FROM,0.5,1,FROM Enrollments
5,980,SELECT,0.5,1,SELECT Score
1,980,FROM,0.5,1,FROM Enrollments
5,980,SELECT,0.5,1,SELECT Score
1,980,FROM,0.5,1,FROM Enrollments
5,980,SELECT,0.5,1,SELECT Score
1,980,FROM,0.5,1,FROM Enrollments
5,981,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,981,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
6,981,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_1>OR Score <= ALL<subquery_2>"
2,981,WHERE,0.5,1,"WHERE e.CRN IN(
  SELECT c.CRN
  FROM Enrollments e
  JOIN Courses c ON e.CRN = c.CRN WHERE Department = 'STAT'
  AND Score >= ALL<subquery_0>
"
5,981,SELECT,0.5,1,SELECT Score
1,981,FROM,0.5,1,FROM Enrollments
5,981,SELECT,0.5,1,SELECT Score
1,981,FROM,0.5,1,FROM Enrollments
5,981,SELECT,0.5,1,SELECT Score
1,981,FROM,0.5,1,FROM Enrollments
5,982,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,982,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
6,982,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_2>OR Score <= ALL<subquery_3>"
2,982,WHERE,0.5,1,"WHERE e.CRN IN<subquery_1>
"
5,982,SELECT,0.5,1,SELECT c.CRN
1,982,FROM,0.5,1,FROM Enrollments eJOIN Courses c ON e.CRN = c.CRN
2,982,WHERE,0.5,1,"WHERE Department = 'STAT'
  AND Score >= ALL<subquery_0>"
5,982,SELECT,0.5,1,SELECT Score
1,982,FROM,0.5,1,FROM Enrollments
5,982,SELECT,0.5,1,SELECT Score
1,982,FROM,0.5,1,FROM Enrollments
5,982,SELECT,0.5,1,SELECT Score
1,982,FROM,0.5,1,FROM Enrollments
5,983,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,983,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
6,983,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_1>OR Score <= ALL<subquery_2>"
2,983,WHERE,0.5,1,"WHERE e.CRN IN<subquery_0>
"
5,983,SELECT,0.5,1,SELECT c.CRN
1,983,FROM,0.5,1,FROM Enrollments eJOIN Courses c ON e.CRN = c.CRN
2,983,WHERE,0.5,1,WHERE Department = 'STAT'
5,983,SELECT,0.5,1,SELECT Score
1,983,FROM,0.5,1,FROM Enrollments
5,983,SELECT,0.5,1,SELECT Score
1,983,FROM,0.5,1,FROM Enrollments
5,984,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,984,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
6,984,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_3>OR Score <= ALL<subquery_4>"
2,984,WHERE,0.5,1,"WHERE <subquery_0>
  OR <subquery_1>
  AND e.CRN IN<subquery_2>
"
5,984,SELECT,0.5,1,SELECT MAX(Score)
1,984,FROM,0.5,1,FROM Enrollments
3,984,GROUP BY,0.5,1,"GROUP BY NetId,
         Score"
5,984,SELECT,0.5,1,SELECT MAX(Score)
1,984,FROM,0.5,1,FROM Enrollments
3,984,GROUP BY,0.5,1,"GROUP BY NetId,
         Score"
5,984,SELECT,0.5,1,SELECT c.CRN
1,984,FROM,0.5,1,FROM Enrollments eJOIN Courses c ON e.CRN = c.CRN
2,984,WHERE,0.5,1,WHERE Department = 'STAT'
5,984,SELECT,0.5,1,SELECT Score
1,984,FROM,0.5,1,FROM Enrollments
5,984,SELECT,0.5,1,SELECT Score
1,984,FROM,0.5,1,FROM Enrollments
5,985,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,985,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
6,985,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_3>OR Score <= ALL<subquery_4>"
2,985,WHERE,0.5,1,"WHERE e.CRN IN<subquery_2>
"
5,985,SELECT,0.5,1,SELECT c.CRN
1,985,FROM,0.5,1,FROM Enrollments eJOIN Courses c ON e.CRN = c.CRN
2,985,WHERE,0.5,1,"WHERE Department = 'STAT'
  AND <subquery_0>
  OR <subquery_1>"
5,985,SELECT,0.5,1,SELECT MAX(Score)
1,985,FROM,0.5,1,FROM Enrollments
3,985,GROUP BY,0.5,1,"GROUP BY NetId,
         Score"
5,985,SELECT,0.5,1,SELECT MAX(Score)
1,985,FROM,0.5,1,FROM Enrollments
3,985,GROUP BY,0.5,1,"GROUP BY NetId,
         Score"
5,985,SELECT,0.5,1,SELECT Score
1,985,FROM,0.5,1,FROM Enrollments
5,985,SELECT,0.5,1,SELECT Score
1,985,FROM,0.5,1,FROM Enrollments
5,986,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,986,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
6,986,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_1>OR Score <= ALL<subquery_2>"
2,986,WHERE,0.5,1,"WHERE Score >=ALL<subquery_0>
"
5,986,SELECT,0.5,1,SELECT Score
1,986,FROM,0.5,1,FROM EnrollmentsNATURAL JOIN Courses
2,986,WHERE,0.5,1,WHERE Department = 'STAT'
5,986,SELECT,0.5,1,SELECT Score
1,986,FROM,0.5,1,FROM Enrollments
5,986,SELECT,0.5,1,SELECT Score
1,986,FROM,0.5,1,FROM Enrollments
5,987,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,987,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
6,987,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_2>OR Score <= ALL<subquery_3>"
2,987,WHERE,0.5,1,"WHERE Score >=ALL<subquery_0>
  OR Score >=ALL<subquery_1>
"
5,987,SELECT,0.5,1,SELECT Score
1,987,FROM,0.5,1,FROM EnrollmentsNATURAL JOIN Courses
2,987,WHERE,0.5,1,WHERE Department = 'STAT'
5,987,SELECT,0.5,1,SELECT Score
1,987,FROM,0.5,1,FROM EnrollmentsNATURAL JOIN Courses
2,987,WHERE,0.5,1,WHERE Department = 'STAT'
5,987,SELECT,0.5,1,SELECT Score
1,987,FROM,0.5,1,FROM Enrollments
5,987,SELECT,0.5,1,SELECT Score
1,987,FROM,0.5,1,FROM Enrollments
5,988,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,988,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
6,988,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_2>OR Score <= ALL<subquery_3>"
2,988,WHERE,0.5,1,"WHERE Score >=ALL<subquery_0>
  OR Score >=ALL<subquery_1>
"
5,988,SELECT,0.5,1,SELECT Score
1,988,FROM,0.5,1,FROM Enrollments eLEFT OUTER JOIN Courses c ON e.CRN=c.CRN
2,988,WHERE,0.5,1,WHERE Department = 'STAT'
5,988,SELECT,0.5,1,SELECT Score
1,988,FROM,0.5,1,FROM Enrollments eLEFT OUTER JOIN Courses c ON e.CRN=c.CRN
2,988,WHERE,0.5,1,WHERE Department = 'STAT'
5,988,SELECT,0.5,1,SELECT Score
1,988,FROM,0.5,1,FROM Enrollments
5,988,SELECT,0.5,1,SELECT Score
1,988,FROM,0.5,1,FROM Enrollments
5,989,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,989,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
6,989,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_2>OR Score <= ALL<subquery_3>"
2,989,WHERE,0.5,1,"WHERE Score >=ALL<subquery_0>
  OR Score >=ALL<subquery_1>
"
5,989,SELECT,0.5,1,SELECT Score
1,989,FROM,0.5,1,FROM Enrollments e LJOIN Courses c ON e.CRN=c.CRN
2,989,WHERE,0.5,1,WHERE Department = 'STAT'
5,989,SELECT,0.5,1,SELECT Score
1,989,FROM,0.5,1,FROM Enrollments eJOIN Courses c ON e.CRN=c.CRN
2,989,WHERE,0.5,1,WHERE Department = 'STAT'
5,989,SELECT,0.5,1,SELECT Score
1,989,FROM,0.5,1,FROM Enrollments
5,989,SELECT,0.5,1,SELECT Score
1,989,FROM,0.5,1,FROM Enrollments
5,990,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,990,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
6,990,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_2>OR Score <= ALL<subquery_3>"
2,990,WHERE,0.5,1,"WHERE Score >=ALL<subquery_0>
  OR Score >=ALL<subquery_1>
"
5,990,SELECT,0.5,1,SELECT Score
1,990,FROM,0.5,1,FROM Enrollments eJOIN Courses c ON e.CRN=c.CRN
2,990,WHERE,0.5,1,WHERE Department = 'STAT'
5,990,SELECT,0.5,1,SELECT Score
1,990,FROM,0.5,1,FROM Enrollments eJOIN Courses c ON e.CRN=c.CRN
2,990,WHERE,0.5,1,WHERE Department = 'STAT'
5,990,SELECT,0.5,1,SELECT Score
1,990,FROM,0.5,1,FROM Enrollments
5,990,SELECT,0.5,1,SELECT Score
1,990,FROM,0.5,1,FROM Enrollments
5,991,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,991,FROM,0.5,1,FROM Enrollments e
6,991,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_2>OR Score <= ALL<subquery_3>"
2,991,WHERE,0.5,1,"WHERE Score >=ALL<subquery_0>
  OR Score >=ALL<subquery_1>
"
5,991,SELECT,0.5,1,SELECT Score
1,991,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c ON e.CRN=c.CRN
2,991,WHERE,0.5,1,WHERE Department = 'STAT'
5,991,SELECT,0.5,1,SELECT Score
1,991,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c ON e.CRN=c.CRN
2,991,WHERE,0.5,1,WHERE Department = 'STAT'
5,991,SELECT,0.5,1,SELECT Score
1,991,FROM,0.5,1,FROM Enrollments
5,991,SELECT,0.5,1,SELECT Score
1,991,FROM,0.5,1,FROM Enrollments
5,992,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,992,FROM,0.5,1,FROM Enrollments e
6,992,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_2>OR Score <= ALL<subquery_3>"
2,992,WHERE,0.5,1,"WHERE Score >=ALL<subquery_0>
  OR Score >=ALL<subquery_1>
"
5,992,SELECT,0.5,1,SELECT Score
1,992,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c ON e.CRN=c.CRN
2,992,WHERE,0.5,1,WHERE c.Department = 'STAT'
5,992,SELECT,0.5,1,SELECT Score
1,992,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c ON e.CRN=c.CRN
2,992,WHERE,0.5,1,WHERE c.Department = 'STAT'
5,992,SELECT,0.5,1,SELECT Score
1,992,FROM,0.5,1,FROM Enrollments
5,992,SELECT,0.5,1,SELECT Score
1,992,FROM,0.5,1,FROM Enrollments
5,993,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,993,FROM,0.5,1,FROM Enrollments e
6,993,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_2>OR Score <= ALL<subquery_3>"
2,993,WHERE,0.5,1,"WHERE Score >=ALL<subquery_0>
  OR Score <=ALL<subquery_1>
"
5,993,SELECT,0.5,1,SELECT Score
1,993,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c ON e.CRN=c.CRN
2,993,WHERE,0.5,1,WHERE c.Department = 'STAT'
5,993,SELECT,0.5,1,SELECT Score
1,993,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c ON e.CRN=c.CRN
2,993,WHERE,0.5,1,WHERE c.Department = 'STAT'
5,993,SELECT,0.5,1,SELECT Score
1,993,FROM,0.5,1,FROM Enrollments
5,993,SELECT,0.5,1,SELECT Score
1,993,FROM,0.5,1,FROM Enrollments
5,994,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,994,FROM,0.5,1,FROM Enrollments e
6,994,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_2>OR Score <= ALL<subquery_3>"
2,994,WHERE,0.5,1,"WHERE Score >=ALL<subquery_0>
  OR Score <=ALL<subquery_1>
"
5,994,SELECT,0.5,1,SELECT Score
1,994,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c ON e.CRN=c.CRN
5,994,SELECT,0.5,1,SELECT Score
1,994,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c ON e.CRN=c.CRN
5,994,SELECT,0.5,1,SELECT Score
1,994,FROM,0.5,1,FROM Enrollments
5,994,SELECT,0.5,1,SELECT Score
1,994,FROM,0.5,1,FROM Enrollments
5,995,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,995,FROM,0.5,1,FROM Enrollments e
6,995,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_2>OR Score <= ALL<subquery_3>"
2,995,WHERE,0.5,1,"WHERE Score >=ALL<subquery_0>
  OR Score <=ALL<subquery_1>
"
5,995,SELECT,0.5,1,SELECT Score
1,995,FROM,0.5,1,FROM Enrollments e
5,995,SELECT,0.5,1,SELECT Score
1,995,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c ON e.CRN=c.CRN
5,995,SELECT,0.5,1,SELECT Score
1,995,FROM,0.5,1,FROM Enrollments
5,995,SELECT,0.5,1,SELECT Score
1,995,FROM,0.5,1,FROM Enrollments
5,996,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,996,FROM,0.5,1,FROM Enrollments e
6,996,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_2>OR Score <= ALL<subquery_3>"
2,996,WHERE,0.5,1,"WHERE Score >=ALL<subquery_0>
  OR Score <=ALL<subquery_1>
"
5,996,SELECT,0.5,1,SELECT Score
1,996,FROM,0.5,1,FROM Enrollments e UNIQUE CRN
5,996,SELECT,0.5,1,SELECT Score
1,996,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c ON e.CRN=c.CRN
5,996,SELECT,0.5,1,SELECT Score
1,996,FROM,0.5,1,FROM Enrollments
5,996,SELECT,0.5,1,SELECT Score
1,996,FROM,0.5,1,FROM Enrollments
5,997,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,997,FROM,0.5,1,FROM Enrollments e
6,997,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_2>OR Score <= ALL<subquery_3>"
2,997,WHERE,0.5,1,"WHERE Score >=ALL<subquery_0>
  OR Score <=ALL<subquery_1>
"
5,997,SELECT,0.5,1,SELECT Score
1,997,FROM,0.5,1,FROM Enrollments e UNIQUE CRN
5,997,SELECT,0.5,1,SELECT Score
1,997,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c ON e.CRN=c.CRN
5,997,SELECT,0.5,1,SELECT Score
1,997,FROM,0.5,1,FROM Enrollments
5,997,SELECT,0.5,1,SELECT Score
1,997,FROM,0.5,1,FROM Enrollments
5,998,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,998,FROM,0.5,1,FROM Enrollments e
6,998,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_1>OR Score <= ALL<subquery_2>"
2,998,WHERE,0.5,1,"WHERE <subquery_0>
"
5,998,SELECT,0.5,1,SELECT MAX(Score)
1,998,FROM,0.5,1,FROM Enrollments
3,998,GROUP BY,0.5,1,GROUP BY CRN
5,998,SELECT,0.5,1,SELECT Score
1,998,FROM,0.5,1,FROM Enrollments
5,998,SELECT,0.5,1,SELECT Score
1,998,FROM,0.5,1,FROM Enrollments
5,999,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,999,FROM,0.5,1,FROM Enrollments e
6,999,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_1>OR Score <= ALL<subquery_2>"
2,999,WHERE,0.5,1,"WHERE Score = <subquery_0>
"
5,999,SELECT,0.5,1,SELECT MAX(Score)
1,999,FROM,0.5,1,FROM Enrollments
3,999,GROUP BY,0.5,1,GROUP BY CRN
5,999,SELECT,0.5,1,SELECT Score
1,999,FROM,0.5,1,FROM Enrollments
5,999,SELECT,0.5,1,SELECT Score
1,999,FROM,0.5,1,FROM Enrollments
5,1000,SELECT,0.5,1,"SELECT e.NetId,
       Score"
1,1000,FROM,0.5,1,FROM <subquery_0>
6,1000,ORDER BY,0.5,1,"ORDER BY NetId,
         Score DESC #Department = 'STAT' #(Score >=ALL<subquery_1>OR Score <= ALL<subquery_2>"
